Date, Time, AQI, Temperature (C), Humidity (%), Pressure (mb), Temperature before correction (C), Humidity before correction (%)
2022/12/01, 16:30:59, 36.04, 21.02, 37.66, 997.67, 26.74, 28.75
2022/12/01, 16:31:02, 33.39, 21.04, 37.38, 997.65, 26.76, 28.43
2022/12/01, 16:31:05, 30.17, 21.05, 37.26, 997.65, 26.77, 28.30
2022/12/01, 16:31:08, 31.90, 21.07, 37.39, 997.65, 26.79, 28.45
2022/12/01, 16:31:25, 43.02, 21.10, 38.94, 997.71, 26.82, 30.14
2022/12/01, 16:31:28, 42.73, 21.10, 39.13, 997.73, 26.82, 30.34
2022/12/01, 16:31:31, 43.69, 21.10, 39.39, 997.71, 26.82, 30.62
2022/12/01, 16:31:34, 46.50, 21.10, 39.53, 997.69, 26.82, 30.77
2022/12/01, 16:31:37, 49.78, 21.10, 39.56, 997.67, 26.82, 30.80
2022/12/01, 16:31:40, 48.83, 21.10, 39.55, 997.67, 26.82, 30.79
2022/12/01, 16:31:43, 50.76, 21.11, 39.57, 997.67, 26.83, 30.81
2022/12/01, 16:31:46, 47.68, 21.11, 39.55, 997.67, 26.83, 30.79
2022/12/01, 16:31:49, 48.84, 21.12, 39.54, 997.67, 26.84, 30.78
2022/12/01, 16:31:52, 50.06, 21.12, 39.64, 997.67, 26.84, 30.88
2022/12/01, 16:31:55, 50.99, 21.12, 39.72, 997.63, 26.84, 30.97
2022/12/01, 16:31:58, 50.92, 21.13, 39.69, 997.65, 26.85, 30.94
2022/12/01, 16:32:01, 48.56, 21.13, 39.54, 997.65, 26.85, 30.78
2022/12/01, 16:32:04, 47.74, 21.14, 39.37, 997.63, 26.86, 30.60
2022/12/01, 16:32:07, 46.35, 21.14, 39.35, 997.65, 26.86, 30.58
2022/12/01, 16:32:10, 46.59, 21.14, 39.43, 997.67, 26.86, 30.66
2022/12/01, 16:32:13, 45.72, 21.14, 39.35, 997.67, 26.86, 30.58
2022/12/01, 16:32:16, 43.52, 21.14, 39.25, 997.71, 26.86, 30.47
2022/12/01, 16:32:19, 40.54, 21.14, 39.09, 997.67, 26.86, 30.30
2022/12/01, 16:32:22, 40.08, 21.13, 39.02, 997.67, 26.85, 30.23
2022/12/01, 16:32:25, 37.08, 21.13, 38.92, 997.73, 26.85, 30.12
2022/12/01, 16:32:28, 33.38, 21.12, 38.56, 997.69, 26.84, 29.73
2022/12/01, 16:32:31, 28.98, 21.13, 38.16, 997.67, 26.85, 29.30
2022/12/01, 16:32:34, 25.25, 21.12, 37.99, 997.67, 26.84, 29.11
2022/12/01, 16:32:37, 16.88, 21.02, 38.28, 997.59, 26.74, 29.43
2022/12/01, 16:32:40, 14.10, 21.09, 37.22, 997.61, 26.81, 28.26
2022/12/01, 16:32:43, 12.35, 21.11, 36.73, 997.61, 26.83, 27.70
2022/12/01, 16:32:46, 10.61, 21.09, 36.47, 997.65, 26.81, 27.41
2022/12/01, 16:32:49, 8.71, 21.05, 36.21, 997.59, 26.77, 27.11
2022/12/01, 16:32:52, 5.29, 21.01, 35.63, 997.65, 26.73, 26.43
2022/12/01, 16:32:55, 3.43, 20.95, 35.26, 997.57, 26.67, 26.00
2022/12/01, 16:32:58, 6.26, 20.92, 34.97, 997.56, 26.64, 25.65
2022/12/01, 16:33:01, 12.45, 20.89, 35.24, 997.57, 26.61, 25.97
2022/12/01, 16:33:04, 19.74, 20.88, 35.50, 997.59, 26.60, 26.28
2022/12/01, 16:33:07, 24.81, 20.88, 35.64, 997.59, 26.60, 26.44
2022/12/01, 16:33:10, 29.84, 20.87, 35.70, 997.61, 26.59, 26.51
2022/12/01, 16:33:13, 34.70, 20.89, 35.77, 997.59, 26.61, 26.59
2022/12/01, 16:33:16, 39.78, 20.91, 35.77, 997.57, 26.63, 26.60
2022/12/01, 16:33:19, 42.58, 20.92, 35.87, 997.56, 26.64, 26.71
2022/12/01, 16:33:22, 44.00, 20.94, 35.76, 997.57, 26.66, 26.58
2022/12/01, 16:33:25, 48.33, 20.96, 35.71, 997.57, 26.68, 26.52
2022/12/01, 16:33:28, 50.73, 20.97, 35.65, 997.57, 26.69, 26.46
2022/12/01, 16:33:31, 51.28, 21.00, 35.48, 997.59, 26.72, 26.25
2022/12/01, 16:33:34, 51.26, 21.01, 35.32, 997.59, 26.73, 26.07
2022/12/01, 16:33:37, 56.20, 21.05, 35.46, 997.59, 26.77, 26.23
2022/12/01, 16:33:40, 60.08, 21.06, 35.71, 997.59, 26.78, 26.53
2022/12/01, 16:33:43, 62.72, 21.08, 35.78, 997.61, 26.80, 26.61
2022/12/01, 16:33:46, 64.29, 21.09, 35.77, 997.63, 26.81, 26.59
2022/12/01, 16:33:49, 64.92, 21.11, 35.64, 997.59, 26.83, 26.44
2022/12/01, 16:33:52, 65.96, 21.13, 35.48, 997.59, 26.85, 26.26
2022/12/01, 16:33:55, 67.83, 21.14, 35.45, 997.59, 26.86, 26.22
2022/12/01, 16:33:58, 71.08, 21.17, 35.46, 997.63, 26.89, 26.23
2022/12/01, 16:34:01, 74.00, 21.18, 35.47, 997.59, 26.90, 26.24
2022/12/01, 16:34:04, 76.05, 21.21, 35.61, 997.56, 26.93, 26.41
2022/12/01, 16:34:07, 80.18, 21.23, 35.85, 997.61, 26.95, 26.69
2022/12/01, 16:34:10, 79.60, 21.24, 35.83, 997.57, 26.96, 26.67
2022/12/01, 16:34:13, 79.58, 21.27, 35.64, 997.59, 26.99, 26.44
2022/12/01, 16:34:16, 80.87, 21.28, 35.55, 997.57, 27.00, 26.34
2022/12/01, 16:34:19, 82.42, 21.30, 35.46, 997.54, 27.02, 26.23
2022/12/01, 16:34:22, 83.38, 21.32, 35.44, 997.56, 27.04, 26.21
2022/12/01, 16:34:25, 82.37, 21.34, 35.37, 997.56, 27.06, 26.13
2022/12/01, 16:34:28, 78.86, 21.35, 35.23, 997.56, 27.07, 25.96
2022/12/01, 16:34:31, 77.49, 21.37, 35.15, 997.59, 27.09, 25.87
2022/12/01, 16:34:34, 77.16, 21.39, 35.13, 997.56, 27.11, 25.84
2022/12/01, 16:34:37, 76.80, 21.40, 34.99, 997.57, 27.12, 25.67
2022/12/01, 16:34:40, 76.46, 21.41, 35.04, 997.56, 27.13, 25.73
2022/12/01, 16:34:43, 79.40, 21.43, 35.05, 997.56, 27.15, 25.75
2022/12/01, 16:34:46, 80.64, 21.44, 35.08, 997.56, 27.16, 25.78
2022/12/01, 16:34:49, 82.95, 21.47, 35.08, 997.59, 27.19, 25.78
2022/12/01, 16:34:52, 80.72, 21.48, 35.11, 997.56, 27.20, 25.82
2022/12/01, 16:34:55, 83.03, 21.51, 35.03, 997.56, 27.23, 25.72
2022/12/01, 16:34:58, 86.09, 21.52, 35.04, 997.56, 27.24, 25.74
2022/12/01, 16:35:01, 86.30, 21.53, 35.09, 997.57, 27.25, 25.79
2022/12/01, 16:35:04, 89.19, 21.55, 35.07, 997.57, 27.27, 25.77
2022/12/01, 16:50:00, 25.00, 19.65, 35.04, 997.41, 25.37, 25.74
2022/12/01, 16:50:03, 28.39, 19.64, 34.99, 997.41, 25.36, 25.67
2022/12/01, 16:50:06, 27.66, 19.63, 34.93, 997.41, 25.35, 25.60
2022/12/01, 16:50:09, 30.20, 19.62, 34.89, 997.39, 25.34, 25.55
2022/12/01, 16:50:12, 27.17, 19.61, 34.85, 997.41, 25.33, 25.51
2022/12/01, 16:50:15, 31.18, 19.61, 34.81, 997.50, 25.33, 25.46
2022/12/01, 16:50:18, 27.84, 19.60, 34.77, 997.39, 25.32, 25.41
2022/12/01, 16:50:21, 31.33, 19.59, 34.74, 997.41, 25.31, 25.38
2022/12/01, 16:50:24, 33.03, 19.58, 34.74, 997.39, 25.30, 25.38
2022/12/01, 16:50:27, 36.14, 19.58, 34.74, 997.39, 25.30, 25.38
2022/12/01, 16:50:30, 33.47, 19.56, 34.77, 997.39, 25.28, 25.41
2022/12/01, 16:50:33, 35.21, 19.56, 34.79, 997.41, 25.28, 25.44
2022/12/01, 16:50:36, 36.60, 19.56, 34.81, 997.41, 25.28, 25.46
2022/12/01, 16:50:39, 35.06, 19.55, 34.81, 997.52, 25.27, 25.46
2022/12/01, 16:50:42, 34.30, 19.54, 34.77, 997.50, 25.26, 25.41
2022/12/01, 16:50:45, 34.00, 19.54, 34.76, 997.52, 25.26, 25.40
2022/12/01, 16:50:48, 33.37, 19.54, 34.73, 997.41, 25.26, 25.36
2022/12/01, 16:50:51, 32.50, 19.53, 34.73, 997.41, 25.25, 25.36
2022/12/01, 16:50:54, 31.82, 19.53, 34.69, 997.50, 25.25, 25.32
2022/12/01, 16:50:57, 32.37, 19.52, 34.64, 997.41, 25.24, 25.26
2022/12/01, 16:51:00, 34.39, 19.52, 34.62, 997.41, 25.24, 25.23
2022/12/01, 16:51:03, 41.17, 19.51, 34.61, 997.41, 25.23, 25.22
2022/12/01, 16:51:06, 39.33, 19.51, 34.58, 997.41, 25.23, 25.18
2022/12/01, 16:51:09, 43.80, 19.50, 34.57, 997.41, 25.22, 25.17
2022/12/01, 16:51:12, 41.38, 19.50, 34.54, 997.39, 25.22, 25.13
2022/12/01, 16:51:15, 42.04, 19.50, 34.52, 997.41, 25.22, 25.11
2022/12/01, 16:51:18, 46.16, 19.50, 34.51, 997.52, 25.22, 25.10
2022/12/01, 16:51:21, 45.59, 19.49, 34.47, 997.50, 25.21, 25.05
2022/12/01, 16:51:24, 48.20, 19.48, 34.47, 997.50, 25.20, 25.05
2022/12/01, 16:51:27, 46.86, 19.48, 34.46, 997.50, 25.20, 25.04
2022/12/01, 16:51:30, 48.23, 19.48, 34.45, 997.41, 25.20, 25.03
2022/12/01, 16:51:33, 47.04, 19.48, 34.43, 997.41, 25.20, 25.00
2022/12/01, 16:51:36, 45.09, 19.47, 34.45, 997.50, 25.19, 25.02
2022/12/01, 16:51:39, 42.95, 19.47, 34.43, 997.52, 25.19, 25.00
2022/12/01, 16:51:42, 43.39, 19.47, 34.45, 997.52, 25.19, 25.02
2022/12/01, 16:51:45, 43.26, 19.46, 34.43, 997.52, 25.18, 25.00
2022/12/01, 16:51:48, 45.45, 19.46, 34.42, 997.52, 25.18, 24.99
2022/12/01, 16:51:51, 46.48, 19.46, 34.41, 997.52, 25.18, 24.98
2022/12/01, 16:51:54, 52.84, 19.45, 34.43, 997.54, 25.17, 25.00
2022/12/01, 16:51:57, 49.53, 19.44, 34.45, 997.41, 25.16, 25.03
2022/12/01, 16:52:00, 50.49, 19.45, 34.45, 997.56, 25.17, 25.02
2022/12/01, 16:52:03, 55.01, 19.44, 34.49, 997.41, 25.16, 25.07
2022/12/01, 16:52:06, 59.95, 19.44, 34.48, 997.52, 25.16, 25.06
2022/12/01, 16:52:09, 59.54, 19.43, 34.45, 997.39, 25.15, 25.02
2022/12/01, 16:52:12, 63.65, 19.42, 34.54, 997.50, 25.14, 25.14
2022/12/01, 16:52:15, 70.62, 19.42, 34.71, 997.52, 25.14, 25.34
2022/12/01, 16:52:18, 75.58, 19.42, 34.80, 997.52, 25.14, 25.45
2022/12/01, 16:52:21, 77.57, 19.42, 34.83, 997.50, 25.14, 25.48
2022/12/01, 16:52:24, 76.90, 19.42, 34.83, 997.52, 25.14, 25.48
2022/12/01, 16:52:27, 78.04, 19.43, 34.81, 997.41, 25.15, 25.46
2022/12/01, 16:52:30, 74.05, 19.44, 34.80, 997.52, 25.16, 25.45
2022/12/01, 16:52:33, 72.29, 19.44, 34.79, 997.52, 25.16, 25.43
2022/12/01, 16:52:36, 72.70, 19.46, 34.76, 997.56, 25.18, 25.40
2022/12/01, 16:52:39, 68.27, 19.45, 34.75, 997.52, 25.17, 25.39
2022/12/01, 16:52:42, 64.27, 19.48, 34.63, 997.52, 25.20, 25.24
2022/12/01, 16:52:45, 69.11, 19.49, 34.71, 997.54, 25.21, 25.34
2022/12/01, 16:52:48, 69.27, 19.51, 34.92, 997.54, 25.23, 25.59
2022/12/01, 16:52:51, 70.14, 19.52, 35.13, 997.52, 25.24, 25.84
2022/12/01, 16:52:54, 70.08, 19.55, 35.29, 997.54, 25.27, 26.03
2022/12/01, 16:52:57, 74.88, 19.56, 35.35, 997.54, 25.28, 26.10
2022/12/01, 16:53:00, 76.05, 19.57, 35.40, 997.57, 25.29, 26.16
2022/12/01, 16:53:03, 74.46, 19.59, 35.37, 997.57, 25.31, 26.12
2022/12/01, 16:53:06, 73.80, 19.60, 35.29, 997.56, 25.32, 26.03
2022/12/01, 16:53:09, 70.18, 19.62, 35.18, 997.61, 25.34, 25.90
2022/12/01, 16:53:12, 67.96, 19.63, 35.06, 997.61, 25.35, 25.76
2022/12/01, 16:53:15, 65.69, 19.63, 35.00, 997.59, 25.35, 25.69
2022/12/01, 16:53:18, 64.76, 19.64, 34.93, 997.59, 25.36, 25.60
2022/12/01, 16:53:21, 65.75, 19.65, 34.89, 997.59, 25.37, 25.55
2022/12/01, 16:53:24, 65.76, 19.65, 34.85, 997.57, 25.37, 25.51
2022/12/01, 16:53:27, 64.39, 19.67, 34.79, 997.61, 25.39, 25.44
2022/12/01, 16:53:30, 61.85, 19.67, 34.74, 997.61, 25.39, 25.37
2022/12/01, 16:53:33, 61.50, 19.68, 34.69, 997.59, 25.40, 25.31
2022/12/01, 16:53:36, 59.35, 19.69, 34.62, 997.63, 25.41, 25.23
2022/12/01, 16:53:39, 59.94, 19.70, 34.59, 997.61, 25.42, 25.19
2022/12/01, 16:53:42, 59.12, 19.71, 34.54, 997.63, 25.43, 25.13
2022/12/01, 16:53:45, 59.69, 19.71, 34.51, 997.61, 25.43, 25.10
2022/12/01, 16:53:48, 59.48, 19.72, 34.50, 997.61, 25.44, 25.08
2022/12/01, 16:53:51, 61.14, 19.72, 34.47, 997.61, 25.44, 25.05
2022/12/01, 16:53:54, 61.41, 19.73, 34.43, 997.63, 25.45, 25.00
2022/12/01, 16:53:57, 59.32, 19.74, 34.41, 997.61, 25.46, 24.98
2022/12/01, 16:54:00, 62.07, 19.75, 34.38, 997.65, 25.47, 24.94
2022/12/01, 16:54:03, 64.07, 19.75, 34.38, 997.65, 25.47, 24.94
2022/12/01, 16:54:06, 64.21, 19.76, 34.35, 997.63, 25.48, 24.91
2022/12/01, 16:54:09, 64.44, 19.76, 34.35, 997.63, 25.48, 24.90
2022/12/01, 16:54:12, 63.02, 19.76, 34.35, 997.67, 25.48, 24.90
2022/12/01, 16:54:15, 64.44, 19.77, 34.35, 997.65, 25.49, 24.91
2022/12/01, 16:54:18, 66.56, 19.77, 34.33, 997.63, 25.49, 24.88
2022/12/01, 16:54:21, 66.38, 19.79, 34.32, 997.69, 25.51, 24.87
2022/12/01, 16:54:24, 68.71, 19.79, 34.31, 997.65, 25.51, 24.86
2022/12/01, 16:54:27, 67.44, 19.78, 34.31, 997.61, 25.50, 24.85
2022/12/01, 16:54:30, 62.84, 19.78, 34.17, 997.59, 25.50, 24.69
2022/12/01, 16:54:33, 66.28, 19.78, 34.16, 997.63, 25.50, 24.67
2022/12/01, 16:54:36, 68.41, 19.80, 34.50, 997.61, 25.52, 25.08
2022/12/01, 16:54:39, 72.91, 19.80, 34.99, 997.61, 25.52, 25.67
2022/12/01, 16:54:42, 79.20, 19.81, 35.39, 997.61, 25.53, 26.15
2022/12/01, 16:54:45, 87.16, 19.83, 35.94, 997.63, 25.55, 26.79
2022/12/01, 16:54:48, 92.74, 19.84, 36.53, 997.61, 25.56, 27.47
2022/12/01, 16:54:51, 93.78, 19.86, 36.79, 997.61, 25.58, 27.77
2022/12/01, 16:54:54, 96.62, 19.87, 36.96, 997.61, 25.59, 27.96
2022/12/01, 16:54:57, 96.05, 19.88, 37.22, 997.61, 25.60, 28.25
2022/12/01, 16:55:00, 95.15, 19.90, 37.53, 997.65, 25.62, 28.60
2022/12/01, 16:55:03, 96.76, 19.91, 38.26, 997.65, 25.63, 29.40
2022/12/01, 16:55:06, 94.84, 19.94, 38.53, 997.65, 25.66, 29.70
2022/12/01, 16:55:09, 88.05, 19.95, 38.18, 997.65, 25.67, 29.32
2022/12/01, 16:55:12, 80.38, 19.97, 37.79, 997.63, 25.69, 28.89
2022/12/01, 16:55:15, 73.87, 19.98, 37.45, 997.63, 25.70, 28.51
2022/12/01, 16:55:18, 67.82, 20.00, 37.21, 997.63, 25.72, 28.24
2022/12/01, 16:55:21, 64.91, 20.02, 37.09, 997.63, 25.74, 28.11
2022/12/01, 16:55:24, 60.62, 20.03, 37.06, 997.63, 25.75, 28.07
2022/12/01, 16:55:27, 59.28, 20.05, 36.98, 997.67, 25.77, 27.99
2022/12/01, 16:55:30, 56.14, 20.07, 36.94, 997.67, 25.79, 27.94
2022/12/01, 16:55:33, 53.39, 20.08, 36.93, 997.69, 25.80, 27.93
2022/12/01, 16:55:36, 52.52, 20.10, 36.71, 997.69, 25.82, 27.68
2022/12/01, 16:55:39, 53.02, 20.10, 36.56, 997.71, 25.82, 27.51
2022/12/01, 16:55:42, 54.00, 20.12, 36.50, 997.73, 25.84, 27.44
2022/12/01, 16:55:45, 51.16, 20.15, 36.43, 997.73, 25.87, 27.36
2022/12/01, 16:55:48, 48.29, 20.17, 36.38, 997.73, 25.89, 27.30
2022/12/01, 16:55:51, 45.45, 20.20, 36.28, 997.71, 25.92, 27.19
2022/12/01, 16:55:54, 43.61, 20.22, 36.23, 997.75, 25.94, 27.13
2022/12/01, 16:55:57, 40.54, 20.24, 36.18, 997.75, 25.96, 27.07
2022/12/01, 16:56:00, 41.46, 20.27, 36.11, 997.73, 25.99, 26.99
2022/12/01, 16:56:03, 42.88, 20.28, 36.10, 997.73, 26.00, 26.98
2022/12/01, 16:56:06, 42.72, 20.30, 36.08, 997.75, 26.02, 26.95
2022/12/01, 16:56:09, 42.40, 20.32, 36.08, 997.77, 26.04, 26.95
2022/12/01, 16:56:12, 41.07, 20.34, 36.03, 997.77, 26.06, 26.90
2022/12/01, 16:56:15, 41.53, 20.35, 36.07, 997.71, 26.07, 26.94
2022/12/01, 16:56:18, 37.87, 20.34, 36.08, 997.77, 26.06, 26.96
2022/12/01, 16:56:21, 36.51, 20.30, 35.80, 997.75, 26.02, 26.63
2022/12/01, 16:56:24, 32.47, 20.27, 35.43, 997.75, 25.99, 26.20
2022/12/01, 16:56:27, 30.27, 20.26, 35.26, 997.77, 25.98, 25.99
2022/12/01, 16:56:30, 29.13, 20.22, 35.31, 997.79, 25.94, 26.05
2022/12/01, 16:56:33, 30.99, 20.15, 35.61, 997.77, 25.87, 26.41
2022/12/01, 16:56:36, 33.73, 20.12, 35.88, 997.75, 25.84, 26.72
2022/12/01, 16:56:39, 36.72, 20.11, 36.05, 997.77, 25.83, 26.92
2022/12/01, 16:56:42, 40.36, 20.12, 36.21, 997.75, 25.84, 27.11
2022/12/01, 16:56:45, 42.83, 20.14, 36.33, 997.75, 25.86, 27.24
2022/12/01, 16:56:48, 46.33, 20.15, 36.47, 997.77, 25.87, 27.40
2022/12/01, 16:56:51, 49.63, 20.15, 36.75, 997.77, 25.87, 27.72
2022/12/01, 16:56:54, 52.78, 20.15, 36.96, 997.77, 25.87, 27.96
2022/12/01, 16:56:57, 53.48, 20.16, 36.99, 997.79, 25.88, 28.00
2022/12/01, 16:57:00, 55.33, 20.17, 37.04, 997.79, 25.89, 28.05
2022/12/01, 16:57:03, 56.69, 20.19, 37.06, 997.79, 25.91, 28.07
2022/12/01, 16:57:06, 56.85, 20.19, 37.08, 997.77, 25.91, 28.10
2022/12/01, 16:57:09, 55.23, 20.20, 37.09, 997.81, 25.92, 28.11
2022/12/01, 16:57:12, 53.37, 20.21, 37.08, 997.81, 25.93, 28.10
2022/12/01, 16:57:15, 53.60, 20.22, 37.05, 997.83, 25.94, 28.06
2022/12/01, 16:57:18, 53.21, 20.23, 37.14, 997.81, 25.95, 28.16
2022/12/01, 16:57:21, 57.56, 20.23, 37.31, 997.81, 25.95, 28.35
2022/12/01, 16:57:24, 59.12, 20.23, 37.54, 997.79, 25.95, 28.61
2022/12/01, 16:57:27, 60.86, 20.24, 37.74, 997.83, 25.96, 28.83
2022/12/01, 16:57:30, 58.53, 20.25, 37.82, 997.81, 25.97, 28.92
2022/12/01, 16:57:33, 57.84, 20.25, 37.85, 997.81, 25.97, 28.95
2022/12/01, 16:57:36, 54.56, 20.26, 37.85, 997.83, 25.98, 28.96
2022/12/01, 16:57:39, 54.37, 20.26, 37.95, 997.83, 25.98, 29.07
2022/12/01, 16:57:42, 56.56, 20.27, 38.04, 997.81, 25.99, 29.17
2022/12/01, 16:57:45, 56.52, 20.28, 38.04, 997.81, 26.00, 29.16
2022/12/01, 16:57:48, 52.36, 20.28, 37.96, 997.81, 26.00, 29.08
2022/12/01, 16:57:51, 49.66, 20.29, 37.89, 997.81, 26.01, 29.00
2022/12/01, 16:57:54, 50.48, 20.30, 37.84, 997.81, 26.02, 28.94
2022/12/01, 16:57:57, 49.38, 20.30, 37.85, 997.79, 26.02, 28.95
2022/12/01, 16:58:00, 47.57, 20.33, 37.79, 997.81, 26.05, 28.89
2022/12/01, 16:58:03, 46.28, 20.33, 37.78, 997.79, 26.05, 28.88
2022/12/01, 16:58:06, 43.38, 20.35, 37.79, 997.83, 26.07, 28.89
2022/12/01, 16:58:09, 41.92, 20.36, 37.79, 997.83, 26.08, 28.89
2022/12/01, 16:58:12, 39.08, 20.37, 37.74, 997.83, 26.09, 28.83
2022/12/01, 16:58:15, 39.81, 20.38, 37.76, 997.83, 26.10, 28.86
2022/12/01, 16:58:18, 40.25, 20.39, 37.77, 997.83, 26.11, 28.87
2022/12/01, 16:58:21, 39.34, 20.40, 37.74, 997.81, 26.12, 28.83
2022/12/01, 16:58:24, 40.05, 20.42, 37.84, 997.81, 26.14, 28.94
2022/12/01, 16:58:27, 39.83, 20.42, 38.07, 997.81, 26.14, 29.20
2022/12/01, 16:58:30, 38.63, 20.41, 38.13, 997.79, 26.13, 29.26
2022/12/01, 16:58:33, 38.32, 20.42, 38.11, 997.83, 26.14, 29.24
2022/12/01, 16:58:36, 35.85, 20.43, 38.11, 997.81, 26.15, 29.24
2022/12/01, 16:58:39, 32.02, 20.44, 38.04, 997.83, 26.16, 29.16
2022/12/01, 16:58:42, 28.92, 20.45, 37.89, 997.79, 26.17, 29.00
2022/12/01, 16:58:45, 28.55, 20.46, 37.76, 997.83, 26.18, 28.86
2022/12/01, 16:58:48, 25.00, 20.47, 37.67, 997.79, 26.19, 28.76
2022/12/01, 16:58:51, 25.85, 20.47, 37.61, 997.79, 26.19, 28.69
2022/12/01, 16:58:54, 26.72, 20.48, 37.52, 997.79, 26.20, 28.59
2022/12/01, 16:58:57, 28.08, 20.49, 37.54, 997.77, 26.21, 28.61
2022/12/01, 16:59:00, 32.61, 20.51, 37.67, 997.83, 26.23, 28.76
2022/12/01, 16:59:03, 37.53, 20.52, 37.94, 997.83, 26.24, 29.05
2022/12/01, 16:59:06, 41.33, 20.53, 38.26, 997.83, 26.25, 29.41
2022/12/01, 16:59:09, 46.35, 20.52, 38.42, 997.81, 26.24, 29.58
2022/12/01, 16:59:12, 47.59, 20.52, 38.43, 997.83, 26.24, 29.59
2022/12/01, 16:59:15, 48.00, 20.52, 38.45, 997.83, 26.24, 29.61
2022/12/01, 16:59:18, 55.39, 20.44, 38.61, 997.79, 26.16, 29.79
2022/12/01, 16:59:21, 55.85, 20.50, 38.92, 997.83, 26.22, 30.12
2022/12/01, 16:59:24, 57.90, 20.50, 39.00, 997.83, 26.22, 30.20
2022/12/01, 16:59:27, 59.24, 20.50, 39.08, 997.83, 26.22, 30.29
2022/12/01, 16:59:30, 59.59, 20.49, 39.14, 997.79, 26.21, 30.35
2022/12/01, 16:59:33, 59.06, 20.49, 39.10, 997.77, 26.21, 30.31
2022/12/01, 16:59:36, 57.98, 20.51, 39.00, 997.83, 26.23, 30.21
2022/12/01, 16:59:39, 56.41, 20.51, 38.86, 997.79, 26.23, 30.06
2022/12/01, 16:59:42, 56.22, 20.52, 38.77, 997.83, 26.24, 29.96
2022/12/01, 16:59:45, 52.98, 20.52, 38.87, 997.81, 26.24, 30.07
2022/12/01, 16:59:48, 50.85, 20.53, 38.94, 997.81, 26.25, 30.14
2022/12/01, 16:59:51, 48.63, 20.53, 39.00, 997.79, 26.25, 30.21
2022/12/01, 16:59:54, 45.35, 20.54, 39.12, 997.81, 26.26, 30.33
2022/12/01, 16:59:57, 43.18, 20.55, 39.16, 997.81, 26.27, 30.38
2022/12/01, 17:00:00, 43.65, 20.55, 39.15, 997.79, 26.27, 30.37
2022/12/01, 17:00:03, 40.89, 20.58, 39.11, 997.83, 26.30, 30.32
2022/12/01, 17:00:06, 41.38, 20.59, 39.01, 997.79, 26.31, 30.22
2022/12/01, 17:00:09, 40.04, 20.60, 38.91, 997.79, 26.32, 30.11
2022/12/01, 17:00:12, 42.14, 20.61, 38.84, 997.77, 26.33, 30.03
2022/12/01, 17:00:15, 39.81, 20.63, 38.80, 997.79, 26.35, 29.99
2022/12/01, 17:00:18, 38.08, 20.63, 38.73, 997.79, 26.35, 29.92
2022/12/01, 17:00:21, 35.95, 20.63, 38.64, 997.75, 26.35, 29.82
2022/12/01, 17:00:24, 35.29, 20.64, 38.58, 997.79, 26.36, 29.75
2022/12/01, 17:00:27, 34.80, 20.65, 38.49, 997.77, 26.37, 29.66
2022/12/01, 17:00:30, 29.96, 20.66, 38.45, 997.77, 26.38, 29.61
2022/12/01, 17:00:33, 27.65, 20.66, 38.32, 997.79, 26.38, 29.47
2022/12/01, 17:00:36, 29.27, 20.67, 38.32, 997.79, 26.39, 29.47
2022/12/01, 17:00:39, 27.49, 20.67, 38.47, 997.75, 26.39, 29.63
2022/12/01, 17:00:42, 28.20, 20.68, 38.48, 997.77, 26.40, 29.65
2022/12/01, 17:00:45, 26.89, 20.68, 38.45, 997.79, 26.40, 29.61
2022/12/01, 17:00:48, 28.05, 20.69, 38.39, 997.77, 26.41, 29.55
2022/12/01, 17:00:51, 27.87, 20.69, 38.43, 997.77, 26.41, 29.59
2022/12/01, 17:00:54, 27.32, 20.70, 38.45, 997.77, 26.42, 29.61
2022/12/01, 17:00:57, 25.66, 20.71, 38.44, 997.75, 26.43, 29.60
2022/12/01, 17:01:00, 25.00, 20.71, 38.37, 997.75, 26.43, 29.52
2022/12/01, 17:01:03, 25.00, 20.72, 38.33, 997.75, 26.44, 29.48
2022/12/01, 17:01:06, 25.54, 20.74, 38.29, 997.77, 26.46, 29.44
2022/12/01, 17:01:09, 25.00, 20.74, 38.26, 997.77, 26.46, 29.41
2022/12/01, 17:01:12, 21.52, 20.75, 38.21, 997.73, 26.47, 29.35
2022/12/01, 17:01:15, 21.77, 20.76, 38.15, 997.73, 26.48, 29.28
2022/12/01, 17:01:18, 22.88, 20.77, 38.04, 997.73, 26.49, 29.16
2022/12/01, 17:01:21, 25.00, 20.78, 37.98, 997.79, 26.50, 29.10
2022/12/01, 17:01:24, 28.24, 20.78, 38.06, 997.77, 26.50, 29.19
2022/12/01, 17:01:27, 28.74, 20.80, 38.21, 997.75, 26.52, 29.35
2022/12/01, 17:01:30, 31.42, 20.81, 38.38, 997.75, 26.53, 29.54
2022/12/01, 17:01:33, 32.41, 20.82, 38.48, 997.75, 26.54, 29.64
2022/12/01, 17:01:36, 34.36, 20.83, 38.49, 997.75, 26.55, 29.66
2022/12/01, 17:01:39, 34.07, 20.84, 38.48, 997.77, 26.56, 29.65
2022/12/01, 17:01:42, 34.62, 20.85, 38.47, 997.79, 26.57, 29.63
2022/12/01, 17:01:45, 33.93, 20.86, 38.47, 997.73, 26.58, 29.63
2022/12/01, 17:01:48, 36.12, 20.87, 38.55, 997.75, 26.59, 29.72
2022/12/01, 17:01:51, 35.90, 20.88, 38.59, 997.75, 26.60, 29.76
